"id","clave","nombre","numeroLatitud","numeroLongitud","numeroAltitud","claveCarta","entidades_id","municipios_id","created_at","updated_at","deleted_at"
"11694","1873","La Esperanza","165457.996","915152.992","855","E15D54","7","59",,,
"11695","1874","La Era Kantulan","165608.988","915058.992","661","E15D54","7","59",,,
"11696","1875","San Antonio del Monte","165445","915030.012","700","E15D54","7","59",,,
"11697","1876","San Sebastián Jahuaca","165519.992","915054.996","660","E15D54","7","59",,,
"11698","1877","San Juan","165505.016","915142.984","786","E15D54","7","59",,,
"11699","1879","El Amparo","165335.988","915047.004","1173","E15D54","7","59",,,
"11700","1882","Lindavista","165505.016","915025.008","760","E15D54","7","59",,,
"11701","1884","Guadalupe","165428.008","915015","697","E15D54","7","59",,,
"11702","1885","Los Laureles","165433.012","914829.016","597","E15D54","7","59",,,
"11703","1886","La Cumbre","164847.016","920947.016","1299","E15D53","7","59",,,
"11704","1890","Santa Amalia","164751","921145.996","1278","E15D53","7","59",,,
"11705","1894","San Andrés","165712.996","915707.992","1126","E15D54","7","59",,,
"11706","1896","El Consentido","165338.004","915357.012","1054","E15D54","7","59",,,
"11707","1899","El Tesoro","165442.012","915056.004","780","E15D54","7","59",,,
"11708","1901","Monterrey","165434.992","914821.996","596","E15D54","7","59",,,
"11709","1917","San Isidro","165644.988","915335.988","794","E15D54","7","59",,,
"11710","1920","San Carlos","165627.996","914018.012","823","E15D54","7","59",,,
"11711","1921","Rancho Alegre","165602.004","914031.008","1123","E15D54","7","59",,,
"11712","1922","Villaflores","165644.988","914018.012","784","E15D54","7","59",,,
"11713","1923","San Lázaro","165636.996","914036.984","884","E15D54","7","59",,,
"11714","1924","Santo Tomás","165559.016","913930.996","661","E15D55","7","59",,,
"11715","1925","San Juan del Río","165505.016","913956.988","730","E15D55","7","59",,,
"11716","1926","Santa María","165550.016","913929.988","686","E15D55","7","59",,,
"11717","1928","San Antonio la Providencia","165429.988","913623.004","705","E15D55","7","59",,,
"11718","1929","Flor de Mayo","165447.016","913628.008","773","E15D55","7","59",,,
"11719","1930","San Francisco","165424.984","913651.012","674","E15D55","7","59",,,
"11720","1931","San Juan","165652.008","913848.012","712","E15D55","7","59",,,
"11721","1932","San Antonio","165451.984","913538.004","1039","E15D55","7","59",,,
"11722","1936","El Herradero","165639.984","914005.016","690","E15D54","7","59",,,
"11723","1937","San Pedro Carrizal","165246.992","920641.004","1194","E15D53","7","59",,,
"11724","1939","Nazareth","165423.004","913545.996","752","E15D55","7","59",,,
"11725","1940","Las Flores","165349.992","913727.984","664","E15D55","7","59",,,
"11726","1941","Las Tres Estrellas","165433.984","913652.992","680","E15D55","7","59",,,
"11727","1943","San Francisco","165209.012","913630.996","959","E15D55","7","59",,,
"11728","1946","Guadalupe","165139.996","913651.984","1098","E15D55","7","59",,,
"11729","1975","El Boquerón","162400","912316.008","240","E15D75","7","59",,,
"11730","1991","Champa San Agustín","162800.41","912455.024","204","E15D75","7","59",,,
"11731","1995","La Esperanza","165500.012","913945","674","E15D55","7","59",,,
"11732","1996","El Tesoro","165349.992","913724.996","660","E15D55","7","59",,,
"11733","1997","San Isidro","165428.008","913600","756","E15D55","7","59",,,
"11734","1998","San Luis","165506.996","913544.016","1180","E15D55","7","59",,,
"11735","1999","Santa Lucía","165333","913854.996","671","E15D55","7","59",,,
"11736","2002","El Calvario","165455.008","913929.988","635","E15D55","7","59",,,
"11737","2005","San Marcos","165500.984","913656.016","732","E15D55","7","59",,,
"11738","2007","San Pedro","165233.996","913709.012","804","E15D55","7","59",,,
"11739","2010","Ojo de Agua","165527.984","913951.984","730","E15D55","7","59",,,
"11740","2013","San José la Reforma","165327.996","913709.984","680","E15D55","7","59",,,
"11741","2015","Palma Real","164829.988","914027.012","530","E15D54","7","59",,,
"11742","2019","San Gregorio","164642.996","914032.016","782","E15D54","7","59",,,
"11743","2020","San Canuto","164841.004","914104.992","599","E15D54","7","59",,,
"11744","2021","Yaquiltic","164852.992","914113.992","599","E15D54","7","59",,,
"11745","2027","San Jacinto","164837.008","914121.984","614","E15D54","7","59",,,
"11746","2028","San Marcos","165554.984","914420.004","640","E15D54","7","59",,,
"11747","2030","El Retiro","165659","914401","682","E15D54","7","59",,,
"11748","2036","Las Flores","165836.984","915203","747","E15D54","7","59",,,
"11749","2037","San Caralampio","164418.996","912533.996","632","E15D65","7","59",,,
"11750","2038","El Calvario","164104.674","912241.792","592","E15D65","7","59",,,
"11751","2039","San José","164238.016","912348.984","576","E15D65","7","59",,,
"11752","2040","Arabia","165501.992","915115.012","769","E15D54","7","59",,,
"11753","2042","El Encanto","165734.104","914019.847","642","E15D54","7","59",,,
"11754","2043","Santa Rosa (Ojo de Agua)","170051.165","914102.729","1158","E15D44","7","59",,,
"11755","2047","Nuevo Tuxtla","165343.008","914351.996","630","E15D54","7","59",,,
"11756","2048","El Vergel","164619.992","914028.992","976","E15D54","7","59",,,
"11757","2050","Patihuitz","164416.215","914414.607","940","E15D64","7","59",,,
"11758","2053","Guadalupe Trinidad","163620.836","913139.89","900","E15D65","7","59",,,
"11759","2054","Emiliano Zapata","162347.951","912032.071","220","E15D75","7","59",,,
"11760","2059","San Marcos","164747.465","913824.844","558","E15D55","7","59",,,
"11761","2062","El Carmen","164821.996","914012","521","E15D54","7","59",,,
"11762","2066","El Porvenir","165939.361","915424.56","902","E15D54","7","59",,,
"11763","2068","La Nueva Esperanza","165129.988","920244.016","904","E15D53","7","59",,,
"11764","2070","Rancho Alegre","164309.937","914236.105","840","E15D64","7","59",,,
"11765","2144","Chiviltic","165223.988","913710.992","837","E15D55","7","59",,,
"11766","2246","Nuevo León","165625.36","914244.52","901","E15D54","7","59",,,
"11767","2382","Nuevo Chamizal","165009.996","912251.996","950","E15D55","7","59",,,
"11768","2410","Maravilla Tíber","164802.988","921406","1571","E15D53","7","59",,,
"11769","2429","Jerusalén","165026.22","920518.298","1023","E15D53","7","59",,,
"11770","2430","El Ciprés","164659.016","920624.984","1109","E15D53","7","59",,,
"11771","2431","Candelaria Bulwa","164700.996","920533","1040","E15D53","7","59",,,
"11772","2472","San Vicente","164900.012","920540.992","883","E15D53","7","59",,,
"11773","2600","Santa Anita","164829.988","920709.984","1078","E15D53","7","59",,,
"11774","2614","Agua Escondida","164850.004","914309.984","676","E15D54","7","59",,,
"11775","2616","Artículo Veintisiete","165308.016","915727","856","E15D54","7","59",,,
"11776","2617","Atlantic","165353.988","920310.008","861","E15D53","7","59",,,
"11777","2619","Las Azucenas","165347.004","915747.988","936","E15D54","7","59",,,
"11778","2620","Balancán","165508.004","914626.004","600","E15D54","7","59",,,
"11779","2621","Nuevo Bambú","165459.004","914704.992","600","E15D54","7","59",,,
"11780","2622","Belén","165030.012","914354.984","538","E15D54","7","59",,,
"11781","2623","Benemérito","164931.008","914239.996","580","E15D54","7","59",,,
"11782","2624","Benito Juárez Yalchuc","164742.454","914924.04","862","E15D54","7","59",,,
"11783","2625","Buenavista","165240.008","915813.008","882","E15D54","7","59",,,
"11784","2626","Buenos Aires","164815.984","914005.016","520","E15D54","7","59",,,
"11785","2628","El Cachito","165415.984","920247.004","880","E15D53","7","59",,,
"11786","2629","Candelaria","164847.016","914304.008","671","E15D54","7","59",,,
"11787","2630","La Candelaria","165630.012","920655.008","869","E15D53","7","59",,,
"11788","2631","Santiago Ruiz Gómez","170647.712","913116.325","380","E15D45","7","59",,,
"11789","2632","El Carmen","164713.992","913941.004","520","E15D55","7","59",,,
"11790","2633","La Ceiba","170039.996","911847.016","160","E15D46","7","59",,,
"11791","2634","La Ceiba","165320.661","920509.369","880","E15D53","7","59",,,
"11792","2635","El Centro","164853.143","921350.261","1258","E15D53","7","59",,,
"11793","2636","Cinculuz","165452.992","915751.984","969","E15D54","7","59",,,
"11794","2637","El Ciprés Dos","165026.016","921147.004","1407","E15D53","7","59",,,
"11795","2638","El Ciprés Uno","165129.988","921305.016","1667","E15D53","7","59",,,
"11796","2639","Corazón de María","165510.992","915957.012","921","E15D54","7","59",,,
"11797","2640","Ojo de Agua Cristalina","165451.012","911730.012","420","E15D56","7","59",,,
"11798","2641","Sinaí","164900.984","914103.984","548","E15D54","7","59",,,
"11799","2642","Crucero Bonampak","164609.012","910614.004","338","E15D56","7","59",,,
"11800","2643","Siria","164946.992","914407.008","633","E15D54","7","59",,,
"11801","2644","Chapingo","165259.988","920507.008","879","E15D53","7","59",,,
"11802","2646","Dolores","164900.012","914024.996","520","E15D54","7","59",,,
"11803","2647","El Dorado","165420.016","920302.988","860","E15D53","7","59",,,
"11804","2648","El Carmen","165423.004","920408.004","840","E15D53","7","59",,,
"11805","2649","Emiliano Zapata","165151.849","914419.461","546","E15D54","7","59",,,
"11806","2650","Emiliano Zapata","164515.012","913959.004","938","E15D55","7","59",,,
"11807","2652","Esperanza","164923.988","914319.992","618","E15D54","7","59",,,
"11808","2653","La Esperanza","165320.004","915906","896","E15D54","7","59",,,
"11809","2654","Terán","164936.984","914233.012","579","E15D54","7","59",,,
"11810","2655","La Estrella","170449.008","912741.004","433","E15D45","7","59",,,
"11811","2656","La Estrella","165706.012","914534.992","671","E15D54","7","59",,,
"11812","2658","Fracción Esperanza","165115.012","921042.996","1318","E15D53","7","59",,,
"11813","2659","Francisco Villa [Lote 5]","170124.224","911946.515","160","E15D46","7","59",,,
"11814","2660","La Frontera","165626.016","914533.012","700","E15D54","7","59",,,
"11815","2661","Garibaldi (Lomas Taurinas)","165240.008","920619.008","1100","E15D53","7","59",,,
"11816","2662","Las Golondrinas","165310.176","920449.341","880","E15D53","7","59",,,
"11817","2663","Gracias a Dios","165415.984","915938.004","934","E15D54","7","59",,,
"11818","2664","Guadalupe","165908.988","915138.988","828","E15D54","7","59",,,
"11819","2665","Guadalupe","165823.016","921018.012","1158","E15D53","7","59",,,
"11820","2667","Guadalupe","164950.012","915450.614","842","E15D54","7","59",,,
"11821","2668","Guadalupe","164900.012","914318.984","630","E15D54","7","59",,,
"11822","2669","Guadalupe Victoria","165846.985","915231.891","824","E15D54","7","59",,,
"11823","2670","Huimanguillo","165804.008","914944.004","752","E15D54","7","59",,,
"11824","2671","La Ilusión","165329.004","920224","842","E15D53","7","59",,,
"11825","2672","La Ilusión","165403.996","915804.008","920","E15D54","7","59",,,
"11826","2673","Jalapa","165530","914608.004","631","E15D54","7","59",,,
"11827","2676","Jerusalén","164858.777","914029.446","520","E15D54","7","59",,,
"11828","2677","Josefa Ortiz de Domínguez","165121.996","915805.988","820","E15D54","7","59",,,
"11829","2678","Laguna el Suspiro (Semental)","165002","912504","920","E15D55","7","59",,,
"11830","2679","Los Laureles","165330.012","915845.984","843","E15D54","7","59",,,
"11831","2681","Lequilum","165308.988","920037.008","844","E15D53","7","59",,,
"11832","2682","Limonal","165224.996","920624.984","1210","E15D53","7","59",,,
"11833","2683","Lindavista","164852.992","913939.996","539","E15D55","7","59",,,
"11834","2685","Treinta y Nueve ZM","165326.211","920137.447","861","E15D53","7","59",,,
"11835","2686","La Libertad","165944.988","911739.984","181","E15D56","7","59",,,
"11836","2687","Los Lirios","165347.004","915818.984","880","E15D54","7","59",,,
"11837","2688","Las Margaritas","165335.988","920226.016","853","E15D53","7","59",,,
"11838","2689","Michoacán","164924.996","914341.988","646","E15D54","7","59",,,
"11839","2690","Mitontic","164739.984","914847.016","867","E15D54","7","59",,,
"11840","2691","Mitzitón","164748.984","914757.012","860","E15D54","7","59",,,
"11841","2692","La Trinitaria","165015","914409.996","609","E15D54","7","59",,,
"11842","2694","El Monte","164837.008","913956.016","520","E15D55","7","59",,,
"11843","2695","Montebello","164516.992","913712","533","E15D55","7","59",,,
"11844","2696","Monterrey","164720.004","921152.008","1482","E15D53","7","59",,,
"11845","2697","Morelia","164515.012","913712","536","E15D55","7","59",,,
"11846","2698","Morelos","165319.654","920543.895","939","E15D53","7","59",,,
"11847","2699","Montecristo","165540.008","915214.016","785","E15D54","7","59",,,
"11848","2700","Nueva Ibarra","163554.996","912751.012","840","E15D65","7","59",,,
"11849","2701","Nueva Libertad","165021.984","914322.008","523","E15D54","7","59",,,
"11850","2702","Nuevo Balancán","165452.992","914605.988","623","E15D54","7","59",,,
"11851","2703","Nuevo Durango","165040.992","915930.012","939","E15D54","7","59",,,
"11852","2704","Nuevo Emiliano Zapata","165727","915003.012","672","E15D54","7","59",,,
"11853","2705","Nuevo Guadalupe el Silencio","165546.992","914330","720","E15D54","7","59",,,
"11854","2706","Nuevo Jataté","165038.004","914402.004","523","E15D54","7","59",,,
"11855","2707","Nuevo Jerusalén","165354.996","914229.016","645","E15D54","7","59",,,
"11856","2708","Nuevo Laredo","165757.996","914538.016","660","E15D54","7","59",,,
"11857","2709","Nuevo México","170046.666","911853.513","160","E15D46","7","59",,,
"11858","2710","Nuevo Oxchuc","165424.296","915819.721","873","E15D54","7","59",,,
"11859","2711","Nuevo Paraíso","165321.431","920416.541","859","E15D53","7","59",,,
"11860","2712","Nuevo Paraíso","165500.984","914444.016","584","E15D54","7","59",,,
"11861","2713","La Trinitaria","165920.004","915106.984","821","E15D54","7","59",,,
"11862","2714","Nuevo Petalcingo","170014.004","911800","161","E15D46","7","59",,,
"11863","2715","San Antonio Porvenir","165358.992","915738.016","916","E15D54","7","59",,,
"11864","2716","Ojo de Agua","165850.988","914900.984","782","E15D54","7","59",,,
"11865","2717","Ojo de Agua","165043.008","914314.016","593","E15D54","7","59",,,
"11866","2718","Villa los Pinos","165330.012","914443.008","620","E15D54","7","59",,,
"11867","2719","Ojo de Agua","164706","914014.016","555","E15D54","7","59",,,
"11868","2720","Ojo de Agua Tzotzil","165433.984","910502.004","140","E15D56","7","59",,,
"11869","2721","Ojo de Agua Zapote","165509.012","910703","165","E15D56","7","59",,,
"11870","2722","El Paraíso","165101.008","915952.008","907","E15D54","7","59",,,
"11871","2723","Chic Lacanwi'Ts","165222.008","920357.996","928","E15D53","7","59",,,
"11872","2724","El Pedregal","165850.988","915138.016","760","E15D54","7","59",,,
"11873","2725","Pico de Oro","165214.988","915810.992","880","E15D54","7","59",,,
"11874","2726","Los Pinos","165515.768","920631.074","910","E15D53","7","59",,,
"11875","2727","Nuevo Laredo","164918.984","914225.992","598","E15D54","7","59",,,
"11876","2728","El Porvenir Yaxchilán","165700","915249.008","752","E15D54","7","59",,,
"11877","2729","El Prado","164901.992","921015.996","1264","E15D53","7","59",,,
"11878","2730","Primero de Mayo","165317.988","920325.992","859","E15D53","7","59",,,
"11879","2731","La Selva Lacandona Triple S [Productores Agropecuarios]","165515.107","920622.375","890","E15D53","7","59",,,
"11880","2732","El Progreso","164539.996","913839.984","540","E15D55","7","59",,,
"11881","2733","Puerto Veo","164825.992","914005.988","520","E15D54","7","59",,,
"11882","2734","El Triunfo de Alfredo Díaz","164742","914903","860","E15D54","7","59",,,
"11883","2735","Los Quinichez","165219.992","915830","860","E15D54","7","59",,,
"11884","2738","Rancho Nuevo Uno","165200.012","915706.012","836","E15D54","7","59",,,
"11885","2739","El Recuerdo","165218.012","915815.996","879","E15D54","7","59",,,
"11886","2740","Revolución","165511.824","920453.523","860","E15D53","7","59",,,
"11887","2742","La Rivera","165809.012","914945.984","775","E15D54","7","59",,,
"11888","2744","El Rosalito","165222.008","915743.992","880","E15D54","7","59",,,
"11889","2745","San Antonio","164922.008","915537.992","883","E15D54","7","59",,,
"11890","2746","San Antonio","164854","913933.984","538","E15D55","7","59",,,
"11891","2747","Yaxté Emiliano Zapata","165434.992","914538.016","600","E15D54","7","59",,,
"11892","2748","San Caralampio","165323.933","920541.319","930","E15D53","7","59",,,
"11893","2749","San Cristobalito","165043.008","921059.988","1304","E15D53","7","59",,,
"11894","2750","San Felipe","165913.65","915304.601","905","E15D54","7","59",,,
"11895","2751","San Francisco","165805.845","913039.559","973","E15D55","7","59",,,
"11896","2753","San Isidro","165406.984","920256.004","859","E15D53","7","59",,,
"11897","2754","San Isidro","165400","915813.008","916","E15D54","7","59",,,
"11898","2755","San Jacinto","164900.012","914259.004","668","E15D54","7","59",,,
"11899","2756","San José","165253.004","920620.016","1055","E15D53","7","59",,,
"11900","2758","San José el Ciprés","165115.984","921259.004","1601","E15D53","7","59",,,
"11901","2759","San José la Reforma","165828.992","915307.008","731","E15D54","7","59",,,
"11902","2760","San José Nacimiento","165909.996","921054.984","1282","E15D53","7","59",,,
"11903","2761","San José Obrero","165006","920634.992","1224","E15D53","7","59",,,
"11904","2762","San José Verapaz","165428.008","915917.016","908","E15D54","7","59",,,
"11905","2763","San Juan","164922.702","915521.215","885","E15D54","7","59",,,
"11906","2766","San Luis","165044.988","914129.004","666","E15D54","7","59",,,
"11907","2767","San Marcos","164909.012","914033.996","520","E15D54","7","59",,,
"11908","2768","San Martín","165335.016","915958.992","880","E15D54","7","59",,,
"11909","2769","San Martín","165254.984","915523.016","947","E15D54","7","59",,,
"11910","2770","San Miguel","164945.984","915600.996","861","E15D54","7","59",,,
"11911","2771","San Miguel","165405.004","914418.996","617","E15D54","7","59",,,
"11912","2772","San Pedro","164736.996","921234.992","1344","E15D53","7","59",,,
"11913","2773","San Ramón","165226.004","915720.988","840","E15D54","7","59",,,
"11914","2774","Guadalupe","164556.988","913845.996","552","E15D55","7","59",,,
"11915","2776","Santa Clara","165206.996","915608.988","876","E15D54","7","59",,,
"11916","2777","El Tulipán","165017.988","914357","580","E15D54","7","59",,,
"11917","2778","Santa Elena","165325.614","920232.013","850","E15D53","7","59",,,
"11918","2779","Santa Elena","164909.012","914248.996","628","E15D54","7","59",,,
"11919","2780","Santa Elena","164627.012","913947.016","615","E15D55","7","59",,,
"11920","2781","Santa Eloísa","165333","920234.008","861","E15D53","7","59",,,
"11921","2782","Valladolid","165439.996","920414.988","858","E15D53","7","59",,,
"11922","2783","Santa Julia","165044.988","915447.988","823","E15D54","7","59",,,
"11923","2784","Santa Martha","164830.996","914004.008","520","E15D54","7","59",,,
"11924","2785","Santa Rita","164659.988","913943.992","520","E15D55","7","59",,,
"11925","2786","Santa Rosa","164617.004","913942.012","581","E15D55","7","59",,,
"11926","2787","Santa Teresa","165236.984","915738.988","848","E15D54","7","59",,,
"11927","2788","Santo Tomás","165349.562","920421.133","861","E15D53","7","59",,,
"11928","2789","Santo Tomás","164328.992","913309","680","E15D65","7","59",,,
"11929","2790","Santo Tomás","165242.996","915823.988","860","E15D54","7","59",,,
"11930","2791","Sabsitic","165918.996","915103.996","820","E15D54","7","59",,,
"11931","2792","Veinte de Noviembre","165849.062","911639.696","220","E15D56","7","59",,,
"11932","2793","El Rollón","164940.615","915445.279","870","E15D54","7","59",,,
"11933","2794","Santos","165342","920311.016","862","E15D53","7","59",,,
"11934","2795","Venezuela","164908.004","914326.004","655","E15D54","7","59",,,
"11935","2798","El Potrillo","165411.016","920251","857","E15D53","7","59",,,
"11936","2799","Carrizal","165339.984","920230.012","861","E15D53","7","59",,,
"11937","2801","Villaflores","164946.992","915642","950","E15D54","7","59",,,
"11938","2803","Viejo Flor de Cacao","165147.016","911151","361","E15D56","7","59",,,
"11939","2804","Vista Alegre","165416.992","920252.008","860","E15D53","7","59",,,
"11940","2807","El Ciprés","164938.655","915445.284","877","E15D54","7","59",,,
"11941","2811","Mariano Pérez Sánchez","170521.012","912909.996","362","E15D45","7","59",,,
"11942","2812","Martín Martínez G.","165136","911143.008","361","E15D56","7","59",,,
"11943","2813","Ojo de Agua Chankín","170109.012","912603.984","467","E15D45","7","59",,,
"11944","2814","El Porvenir","170119.992","911918.984","160","E15D46","7","59",,,
"11945","2815","San Agustín","170007.992","911837.008","160","E15D46","7","59",,,
"11946","2816","Pomarrosa","170337.008","914530.996","997","E15D44","7","59",,,
"11947","2819","Tzajalucum","170247.004","914542.984","1056","E15D44","7","59",,,
"11948","2820","Yoc Navil","170413.008","914551.984","980","E15D44","7","59",,,
"11949","2821","El Pedregal de San Ángel","165319.841","920536.449","922","E15D53","7","59",,,
"11950","2822","Miguel Hidalgo y Costilla","161852.992","911744.016","211","E15D76","7","59",,,
"11951","2823","La Pimienta","162241.016","910656.016","360","E15D76","7","59",,,
"11952","2824","Tierra y Libertad","161955.992","911543.992","269","E15D76","7","59",,,
"11953","2825","Vicente Guerrero","161700.996","911453.988","240","E15D76","7","59",,,
"11954","2826","Ach Lumal","165128.008","914953.004","788","E15D54","7","59",,,
"11955","2827","Campo Santo","164954.984","921309.984","1260","E15D53","7","59",,,
"11956","2828","Chulna Tenango","165509.984","921500","1216","E15D53","7","59",,,
"11957","2829","Delicias Casco","164800","914139.012","691","E15D54","7","59",,,
"11958","2830","Jol Pacute","164940.618","921231.647","1238","E15D53","7","59",,,
"11959","2831","La Cueva","165653.016","913942.012","626","E15D55","7","59",,,
"11960","2832","Muc'Ul Otanil","165138.016","915939.984","891","E15D54","7","59",,,
"11961","2833","Palomar 2","164931.945","921217.682","1283","E15D53","7","59",,,
"11962","2834","Plan de Ayala","164117.016","913557.984","933","E15D65","7","59",,,
"11963","2835","Plan de Iguala","165043.008","920244.988","966","E15D53","7","59",,,
"11964","2836","San José la Soledad","164933.996","914332.016","608","E15D54","7","59",,,
"11965","2837","San Juan Chapaytic","165002.004","914407.008","620","E15D54","7","59",,,
"11966","2838","Slum Chultatic","165417.907","914059.393","620","E15D54","7","59",,,
"11967","2839","Campet 2da. Sección","164927.012","920430","884","E15D53","7","59",,,
"11968","2840","Emiliano Zapata","164557.408","912910.935","780","E15D55","7","59",,,
"11969","2841","San Luis Getzemaní","165911.094","921209.236","1242","E15D53","7","59",,,
"11970","2842","Nuevo Tenejapa","160718.984","910853.988","220","E15D86","7","59",,,
"11971","2844","3 de Mayo","164842.012","915424.984","899","E15D54","7","59",,,
"11972","2845","8 de Agosto","165447.988","915558.008","981","E15D54","7","59",,,
"11973","2846","Alto de Jalisco","164923.016","914314.988","602","E15D54","7","59",,,
"11974","2847","Argentina","164906.996","915921.012","1025","E15D54","7","59",,,
"11975","2848","Benito Juárez","165737.008","914828.008","716","E15D54","7","59",,,
"11976","2849","Candelaria","164919.992","914353.004","640","E15D54","7","59",,,
"11977","2850","Capernaum","164758.992","914018.012","534","E15D54","7","59",,,
"11978","2851","Dolores","164945.984","914300.012","575","E15D54","7","59",,,
"11979","2852","Laurel","164825.992","915409","841","E15D54","7","59",,,
"11980","2853","El Paraíso","165248","915808.004","899","E15D54","7","59",,,
"11981","2854","El Porvenir","165640.992","914627.984","659","E15D54","7","59",,,
"11982","2855","El Progreso Mazanilhá","165848","914627.984","700","E15D54","7","59",,,
"11983","2856","El Recuerdo","164839.044","915043.618","855","E15D54","7","59",,,
"11984","2857","El Roble","165339.012","914256.988","670","E15D54","7","59",,,
"11985","2858","El Sinaí","165022.992","914404.992","560","E15D54","7","59",,,
"11986","2859","El Triunfo","165445","914502.016","584","E15D54","7","59",,,
"11987","2860","El Zapote","165653.988","915017.016","643","E15D54","7","59",,,
"11988","2861","Esperanza","165020.004","915613.992","969","E15D54","7","59",,,
"11989","2862","Guadalupe","164940.008","914220.016","548","E15D54","7","59",,,
"11990","2863","Guadalupe","165107.992","915908.016","875","E15D54","7","59",,,
"11991","2864","Guadalupe","164824.012","915407.992","840","E15D54","7","59",,,
"11992","2865","Guadalupe Jataté","165147.988","915733.984","859","E15D54","7","59",,,
"11993","2866","La Cumbre","164910.992","915837.992","903","E15D54","7","59",,,
"11994","2867","La Providencia","165009.996","914236","520","E15D54","7","59",,,
"11995","2868","Linda Vista","165047.004","914408.988","522","E15D54","7","59",,,
"11996","2869","Olivo","164856.988","915945.996","979","E15D54","7","59",,,
"11997","2871","Najvactic","165729.016","914936.984","691","E15D54","7","59",,,
"11998","2872","Nuevo Benito Juárez","164954.012","915635.016","941","E15D54","7","59",,,
"11999","2873","Nuevo Horizonte","165823.016","914125.008","700","E15D54","7","59",,,
"12000","2874","Nuevo Morelos","165812","914019.992","655","E15D54","7","59",,,
"12001","2875","Patria Nueva","165617.016","914829.988","639","E15D54","7","59",,,
"12002","2876","Quintana Roo","165008.988","914438.004","640","E15D54","7","59",,,
"12003","2877","Rancho Alegre","165754.496","914807.571","762","E15D54","7","59",,,
"12004","2878","Samaría","165004.992","914353.004","579","E15D54","7","59",,,
"12005","2879","Samaria","165657.984","914550.004","637","E15D54","7","59",,,
"12006","2880","San Agustín","165427","914448.012","589","E15D54","7","59",,,
"12007","2881","San Antonio Buenavista","165410.008","915957.012","881","E15D54","7","59",,,
"12008","2882","San Francisco","165500.012","915718","962","E15D54","7","59",,,
"12009","2883","San Francisco","165621.984","915810.992","911","E15D54","7","59",,,
"12010","2884","San Francisco","165009.996","914421.012","620","E15D54","7","59",,,
"12011","2885","San Gabriel","165653.016","914547.016","660","E15D54","7","59",,,
"12012","2886","San Isidro","164930","915147.988","820","E15D54","7","59",,,
"12013","2887","San José","165823.988","914753.016","741","E15D54","7","59",,,
"12014","2888","San José","164924.996","914408.016","642","E15D54","7","59",,,
"12015","2889","San José","164833.984","915622.992","886","E15D54","7","59",,,
"12016","2891","San Luis","165136","915939.984","887","E15D54","7","59",,,
"12017","2892","San Marcos","164905.988","915042","820","E15D54","7","59",,,
"12018","2893","San Martín","164855.008","914148.984","647","E15D54","7","59",,,
"12019","2894","San Martín","164903","915603.984","860","E15D54","7","59",,,
"12020","2895","San Martín las Maravillas","165653.988","914627.984","620","E15D54","7","59",,,
"12021","2896","San Nicolás","164515.012","914252.992","860","E15D54","7","59",,,
"12022","2897","San Pedro","165411.988","914018.012","602","E15D54","7","59",,,
"12023","2898","San Pedro","164936.984","915754","916","E15D54","7","59",,,
"12024","2899","San Roque","165436","914524.012","598","E15D54","7","59",,,
"12025","2900","San Rosemberg","164939","915930.012","995","E15D54","7","59",,,
"12026","2901","Santa Elena","165432.004","915956.004","912","E15D54","7","59",,,
"12027","2902","Santa Elena","165625.008","914640.008","656","E15D54","7","59",,,
"12028","2903","Santa Elena","164910.992","915608.988","878","E15D54","7","59",,,
"12029","2904","Santa Isabel","165118","915926.016","864","E15D54","7","59",,,
"12030","2905","Santa Lucía","165100","915608.016","900","E15D54","7","59",,,
"12031","2906","Santa Lucía","165155.008","915142.012","1038","E15D54","7","59",,,
"12032","2908","Santa Margarita","165634.008","915836.012","905","E15D54","7","59",,,
"12033","2909","Santa María","165011.004","915626.016","986","E15D54","7","59",,,
"12034","2910","Santo Domingo","165606","914922.008","588","E15D54","7","59",,,
"12035","2911","Santo Tomás","165016.008","914415","611","E15D54","7","59",,,
"12036","2912","Takinta","164843.992","915859.016","923","E15D54","7","59",,,
"12037","2913","Tamaulipas","165459.004","914433","604","E15D54","7","59",,,
"12038","2914","6 de Octubre","165335.016","912621.984","960","E15D55","7","59",,,
"12039","2916","El Naranjal","165251.996","913700.012","802","E15D55","7","59",,,
"12040","2917","Guadalupe","165345.996","913629.988","644","E15D55","7","59",,,
"12041","2918","Nuevo Dolores","165410.008","913701.992","649","E15D55","7","59",,,
"12042","2922","Guadalupe","163933.012","912801.992","1060","E15D65","7","59",,,
"12043","2923","Nueva las Tacitas","164001.992","913211.004","820","E15D65","7","59",,,
"12044","2924","San Francisco","164042.996","913015.012","1091","E15D65","7","59",,,
"12045","2925","Santa Rosa","163759.988","912701.008","1065","E15D65","7","59",,,
"12046","2928","Candelaria","163241.408","911217.299","540","E15D66","7","59",,,
"12047","2930","Israel","163052.992","910918","467","E15D66","7","59",,,
"12048","2931","Nuevo San Gregorio","163007.992","910822.992","441","E15D66","7","59",,,
"12049","2932","Salvador Allende","163356.988","911650.016","900","E15D66","7","59",,,
"12050","2934","El Retiro","165530","920419.992","898","E15D53","7","59",,,
"12051","2935","14 de Septiembre","165250.016","920339.996","839","E15D53","7","59",,,
"12052","2936","15 de Septiembre","164459.315","920743.303","1220","E15D63","7","59",,,
"12053","2937","Arrozal","165315","920020.016","867","E15D53","7","59",,,
