"id","clave","nombre","numeroLatitud","numeroLongitud","numeroAltitud","claveCarta","entidades_id","municipios_id","created_at","updated_at","deleted_at"
"11337","1012","Guadalupe","165853.004","914908.004","746","E15D54","7","59",,,
"11338","1019","La Esperanza","165710.008","914523.004","660","E15D54","7","59",,,
"11339","1021","La Champa Canchanivaltic (Las Champitas)","165917.988","914606.996","849","E15D54","7","59",,,
"11340","1022","Guadalupe Uno","165822.008","914523.004","682","E15D54","7","59",,,
"11341","1023","Peña Chabarico","165809.012","914453.016","681","E15D54","7","59",,,
"11342","1024","San Antonio","165724.984","914600.984","620","E15D54","7","59",,,
"11343","1025","San Antonio","165711.988","914704.992","640","E15D54","7","59",,,
"11344","1026","San Francisco","165617","914550","693","E15D54","7","59",,,
"11345","1027","Lindavista (Ojo de Agua)","165812","914529.016","665","E15D54","7","59",,,
"11346","1028","Nuevo México","165626.016","914556.988","715","E15D54","7","59",,,
"11347","1029","Guadalupe","165827.012","914505.004","695","E15D54","7","59",,,
"11348","1030","Lindavista","165648.984","914600.984","630","E15D54","7","59",,,
"11349","1034","San Juan","165620.004","914542.984","716","E15D54","7","59",,,
"11350","1035","Nueva Providencia","170216.206","914703.706","901","E15D44","7","59",,,
"11351","1036","San Rafael","164914.988","915021.984","801","E15D54","7","59",,,
"11352","1037","El Nuevo Rosario","164816.992","914703.984","862","E15D54","7","59",,,
"11353","1039","Tierra Negra","164812.996","914648","879","E15D54","7","59",,,
"11354","1040","Carmen Patate Viejo","164631.985","915253.142","1242","E15D54","7","59",,,
"11355","1041","Nupja Chiviltic","164806.012","915021.012","826","E15D54","7","59",,,
"11356","1042","Montelimar","164250.004","913249.992","677","E15D65","7","59",,,
"11357","1045","Zaquila","164312","914233.984","840","E15D64","7","59",,,
"11358","1046","La Martinica","163945","913830.984","570","E15D65","7","59",,,
"11359","1047","San Pedro","164542.159","914307.348","879","E15D54","7","59",,,
"11360","1048","Santa Rita","164748.012","914048","560","E15D54","7","59",,,
"11361","1052","El Suspiro","164304.008","914323.988","853","E15D64","7","59",,,
"11362","1053","Tres Marías","165545.012","921855.008","961","E15D53","7","59",,,
"11363","1054","San Antonio Sibalchén","165414.004","921736.996","1009","E15D53","7","59",,,
"11364","1055","Locatalum Tenango","165528.318","921433.914","1387","E15D53","7","59",,,
"11365","1063","Nuevo Getzemaní","165911.581","921215.153","1264","E15D53","7","59",,,
"11366","1066","Getzemaní","165944.04","921210.7","1292","E15D53","7","59",,,
"11367","1068","La Ventana","165031.992","920234.008","1012","E15D53","7","59",,,
"11368","1069","Benito Juárez Bulúa","164822.899","920440.386","900","E15D53","7","59",,,
"11369","1070","San Antonio","164730.012","920548.012","979","E15D53","7","59",,,
"11370","1071","Nabalám","164524.984","920713.008","1414","E15D53","7","59",,,
"11371","1072","San Martín","165022.992","921305.016","1374","E15D53","7","59",,,
"11372","1074","Luchub Baltic","165203","921403.012","1396","E15D53","7","59",,,
"11373","1075","Los Limares","165039.012","921153.016","1454","E15D53","7","59",,,
"11374","1076","El Naranjo","165235.004","920315.012","837","E15D53","7","59",,,
"11375","1077","Santa Rosa","165232.016","920405.988","942","E15D53","7","59",,,
"11376","1078","Santa Cruz","165044.988","920636","1324","E15D53","7","59",,,
"11377","1081","Plan de Iguala","165051","920222.992","930","E15D53","7","59",,,
"11378","1084","San Antonio la Esperanza","165147.988","921117.988","1545","E15D53","7","59",,,
"11379","1085","El Diamante","165223.016","921130.984","1549","E15D53","7","59",,,
"11380","1086","El Recuerdo","165107.992","920222.992","948","E15D53","7","59",,,
"11381","1091","Santa Rita 2da. Sección","165053.988","920634.992","1352","E15D53","7","59",,,
"11382","1095","Gracias a Dios","165039.012","920445.984","931","E15D53","7","59",,,
"11383","1096","San Pedro la Unión","165120.016","921040.008","1281","E15D53","7","59",,,
"11384","1098","Santa Teresita","165209.984","920357.996","886","E15D53","7","59",,,
"11385","1099","Nueva Libertad","165131.086","920507.177","959","E15D53","7","59",,,
"11386","1101","Santa Rita","164842.984","921145.996","1229","E15D53","7","59",,,
"11387","1121","Jacap Uno","165430","920206","904","E15D53","7","59",,,
"11388","1122","Buenos Aires","165420.988","920320.016","880","E15D53","7","59",,,
"11389","1123","La Esperanza","165347.004","920248.012","853","E15D53","7","59",,,
"11390","1126","Guadalupe Tres","165348.984","920324.984","860","E15D53","7","59",,,
"11391","1128","Altamira","165410.008","920302.016","871","E15D53","7","59",,,
"11392","1138","San Miguel el Grande","165438.988","915635.016","1013","E15D54","7","59",,,
"11393","1141","La Libertad","165456.988","915957.984","1053","E15D54","7","59",,,
"11394","1143","La Palma","165611.004","915925.008","1075","E15D54","7","59",,,
"11395","1146","5 de Mayo","165445","915532.988","997","E15D54","7","59",,,
"11396","1148","Peña Blanca","165640.992","915701.008","1049","E15D54","7","59",,,
"11397","1153","Buenavista","165339.514","920130.237","866","E15D53","7","59",,,
"11398","1154","Nuevo Jerusalén","165346.181","920133.975","880","E15D53","7","59",,,
"11399","1158","San Pedro Tonina","165359.814","920321.705","863","E15D53","7","59",,,
"11400","1161","Buenavista San Isidro","165429.016","920257.984","860","E15D53","7","59",,,
"11401","1163","San Marcos","165415.012","920234.008","880","E15D53","7","59",,,
"11402","1168","San Vicente Campotic","165402.988","920238.004","868","E15D53","7","59",,,
"11403","1169","Santo Domingo","165423.004","920257.012","860","E15D53","7","59",,,
"11404","1172","Nuevo Rosario","165524.996","915809.984","860","E15D54","7","59",,,
"11405","1175","Mosil","165315","920249.992","840","E15D53","7","59",,,
"11406","1177","Las Maravillas","165327.996","920215","839","E15D53","7","59",,,
"11407","1178","El Carmelito Guadalupe","164843.992","921126.016","1226","E15D53","7","59",,,
"11408","1189","Buenavista (Fracción San Rafael)","164806.984","920951.012","1243","E15D53","7","59",,,
"11409","1192","Buenos Aires (Centro Cultural)","164720.004","920831.992","1220","E15D53","7","59",,,
"11410","1193","Tomás Munzer (Nueva Patria)","164712.984","920900","1220","E15D53","7","59",,,
"11411","1196","El Carrizal","164646.037","921028.439","1257","E15D53","7","59",,,
"11412","1197","San Antonio Pushilá","164951.996","920839.984","1406","E15D53","7","59",,,
"11413","1198","San José","164847.016","920902.988","1330","E15D53","7","59",,,
"11414","1199","San Rafael","164913.008","920821.012","1328","E15D53","7","59",,,
"11415","1200","Cañada del Bosque","164923.988","920822.992","1312","E15D53","7","59",,,
"11416","1202","San Felipe Buenavista","165007.008","920754.012","1420","E15D53","7","59",,,
"11417","1203","Nuevo Ranchito","164841.004","920723.016","1127","E15D53","7","59",,,
"11418","1204","Nuevo Centro Lindavista","165146.008","921014.988","1338","E15D53","7","59",,,
"11419","1206","Santa Margarita","164727.996","921144.016","1348","E15D53","7","59",,,
"11420","1212","Nueva Italia","165028.2","920604.499","1080","E15D53","7","59",,,
"11421","1214","Peña Guadalupe","165111.016","920636","1319","E15D53","7","59",,,
"11422","1216","Atotonilco","165051","920620.016","1196","E15D53","7","59",,,
"11423","1218","Ixtapa Mirador","164953.004","920623.004","1121","E15D53","7","59",,,
"11424","1221","San Jerónimo","164802.988","921308.004","1396","E15D53","7","59",,,
"11425","1226","El Brillante de los Tres Hermanos","165434.992","920417.004","850","E15D53","7","59",,,
"11426","1229","San Luis Coela","165451.984","920309","925","E15D53","7","59",,,
"11427","1237","El Milagro del Carmen","165501.992","920404.008","870","E15D53","7","59",,,
"11428","1278","El Rosario","165313.26","921623.41","1128","E15D53","7","59",,,
"11429","1279","Santa Lucía","163709.69","912938.49","860","E15D65","7","59",,,
"11430","1285","Jahuatón","165612.012","920239.012","1065","E15D53","7","59",,,
"11431","1296","Balaxte","165354.996","915900.996","860","E15D54","7","59",,,
"11432","1300","La Soledad","163029.016","912651","260","E15D65","7","59",,,
"11433","1301","Santa Martha Corozal","163319.653","913146.771","400","E15D65","7","59",,,
"11434","1302","Dolores las Palmas","163744.004","913639.996","341","E15D65","7","59",,,
"11435","1310","Río Jataté","163318","913159.988","333","E15D65","7","59",,,
"11436","1311","Capernaum","162702.988","912237.992","242","E15D75","7","59",,,
"11437","1312","San José","162729.988","911940.008","269","E15D76","7","59",,,
"11438","1313","Jerusalén","162715.012","911954.984","260","E15D76","7","59",,,
"11439","1314","El Pradito","162720.016","911950.016","257","E15D76","7","59",,,
"11440","1315","El Carmen","162734.992","911930","277","E15D76","7","59",,,
"11441","1322","La Aurora","163508.016","912251.996","404","E15D65","7","59",,,
"11442","1323","Nuevo Altamirano","163003.996","912020.004","661","E15D65","7","59",,,
"11443","1324","San Gabriel","163244.988","911846.008","485","E15D66","7","59",,,
"11444","1325","Nuevo Chapultepec","162912.012","911829.016","499","E15D76","7","59",,,
"11445","1326","San Antonio la Huasteca","163131.008","911957","299","E15D66","7","59",,,
"11446","1327","San Pedro","163218.996","912048.984","335","E15D65","7","59",,,
"11447","1328","San Sebastián","163227.996","912053.988","320","E15D65","7","59",,,
"11448","1329","Plan de Guadalupe","163529.508","912102.649","360","E15D65","7","59",,,
"11449","1332","Santa Teresa Dos","164608.004","913820.004","553","E15D55","7","59",,,
"11450","1336","Egipto","164833.984","914018.012","520","E15D54","7","59",,,
"11451","1337","Jerusalén","164551.012","913920.988","594","E15D55","7","59",,,
"11452","1338","Rancho Alegre","164533.984","913848.984","556","E15D55","7","59",,,
"11453","1340","Nueva Samaria","171147.004","913646.008","390","E15D45","7","59",,,
"11454","1341","San Isidro","164551.984","913835.988","538","E15D55","7","59",,,
"11455","1342","San Francisco","164606.996","913844.988","540","E15D55","7","59",,,
"11456","1343","Pichucalco","164724","914014.988","532","E15D54","7","59",,,
"11457","1346","San Antonio Caribal","170504.992","913643.992","571","E15D45","7","59",,,
"11458","1348","El Palmar","164654.012","913924.012","520","E15D55","7","59",,,
"11459","1349","San Antonio Guayaquil","164743.008","913947.988","520","E15D55","7","59",,,
"11460","1352","La Nueva Fortuna","164708.016","914013.008","557","E15D54","7","59",,,
"11461","1353","Samaria","164636.012","914039","885","E15D54","7","59",,,
"11462","1357","Cintalapa","165803","914036.984","648","E15D54","7","59",,,
"11463","1358","El Bravo Uno","164547.016","913815","565","E15D55","7","59",,,
"11464","1367","Michoacán","164856.016","914045.012","543","E15D54","7","59",,,
"11465","1371","El Manantial","165344.016","914729.004","656","E15D54","7","59",,,
"11466","1377","El Rosario","165700","915004.992","627","E15D54","7","59",,,
"11467","1380","El Rinconcito","165639.012","914905.988","649","E15D54","7","59",,,
"11468","1384","San Ramón","165606","914900.012","596","E15D54","7","59",,,
"11469","1385","Las Minas","165657.012","914901.992","650","E15D54","7","59",,,
"11470","1389","La Florida","165321.984","914818","750","E15D54","7","59",,,
"11471","1394","Candelaria","164747.004","913930.996","520","E15D55","7","59",,,
"11472","1395","Veracruz","164843.992","914121.012","620","E15D54","7","59",,,
"11473","1397","Juxiltic","164827","914012","520","E15D54","7","59",,,
"11474","1399","Dolores Hidalgo (Campo Grande)","165432.004","914834.992","599","E15D54","7","59",,,
"11475","1401","Ojo de Agua","165548","914427.996","623","E15D54","7","59",,,
"11476","1402","Guadalupe las Flores","165540.008","914457.984","609","E15D54","7","59",,,
"11477","1403","San Pedro","165557","914500","616","E15D54","7","59",,,
"11478","1407","Rancho Alegre","165400","914430.012","634","E15D54","7","59",,,
"11479","1408","La Tinta","165330.012","914404.992","665","E15D54","7","59",,,
"11480","1409","Trinitaria","165329.004","914339","664","E15D54","7","59",,,
"11481","1410","Las Margaritas","165540.008","914359.988","660","E15D54","7","59",,,
"11482","1411","San José Uno","165603.984","914357","702","E15D54","7","59",,,
"11483","1412","Candelaria","165621.984","914332.016","796","E15D54","7","59",,,
"11484","1414","San Martín","165321.984","915315","1090","E15D54","7","59",,,
"11485","1415","Rincón Mango","164901.992","915416.992","920","E15D54","7","59",,,
"11486","1416","San José del Carmen","164852.992","915439.996","880","E15D54","7","59",,,
"11487","1418","El Carmen","164834.992","915420.016","867","E15D54","7","59",,,
"11488","1421","San Juan la Cureña","165133.87","915701.37","840","E15D54","7","59",,,
"11489","1422","El Recuerdo","165139.996","915456.016","885","E15D54","7","59",,,
"11490","1423","La Purísima","165226.004","915535.004","883","E15D54","7","59",,,
"11491","1424","San Francisco","165208.004","915602.004","880","E15D54","7","59",,,
"11492","1425","San Marcos","165217.004","915559.988","898","E15D54","7","59",,,
"11493","1430","Nuevo Edén","165623.003","914328","821","E15D54","7","59",,,
"11494","1431","Guadalupe Mapiltic","165356.004","914135.016","640","E15D54","7","59",,,
"11495","1432","San José","165349.992","914147.004","668","E15D54","7","59",,,
"11496","1433","Pedregal","165434.992","914202.988","671","E15D54","7","59",,,
"11497","1434","Santa Lucía","165348.012","914233.984","651","E15D54","7","59",,,
"11498","1435","Yaxalá","165352.008","914210.008","670","E15D54","7","59",,,
"11499","1436","Santo Domingo Guayaquil","164914.988","914310.992","603","E15D54","7","59",,,
"11500","1438","San Manuel","165000.996","914220.016","539","E15D54","7","59",,,
"11501","1443","Santa Cruz","165849.008","915607.008","916","E15D54","7","59",,,
"11502","1444","Guadalupe Victoria","165934.192","915551.701","774","E15D54","7","59",,,
"11503","1445","El Naranjo","165935.988","915409","882","E15D54","7","59",,,
"11504","1448","Flor de Cacao","165345.996","913656.016","645","E15D55","7","59",,,
"11505","1451","San Antonio","165442.012","913915.012","629","E15D55","7","59",,,
"11506","1452","Las Margaritas (Santa Margarita)","165620.004","913925.992","621","E15D55","7","59",,,
"11507","1455","La Frontera","165340.992","920114.016","859","E15D53","7","59",,,
"11508","1456","Italia","165908.988","915136","829","E15D54","7","59",,,
"11509","1457","Ojo de Agua","165742.012","920750.988","1086","E15D53","7","59",,,
"11510","1460","El Carmen","165809.984","920945","1116","E15D53","7","59",,,
"11511","1464","Amatitlán","165415.984","920731.008","1148","E15D53","7","59",,,
"11512","1473","La Cañada","165424.012","920811.004","1381","E15D53","7","59",,,
"11513","1474","El Retiro","165411.988","920657.996","1056","E15D53","7","59",,,
"11514","1476","El Bambú","165326.016","920606.012","1000","E15D53","7","59",,,
"11515","1477","Buenavista Teaquil","165354.996","920730","1249","E15D53","7","59",,,
"11516","1480","Zaquilumil","165326.016","920418.984","860","E15D53","7","59",,,
"11517","1482","Agua Zarca Pashila","165336.996","920442.996","861","E15D53","7","59",,,
"11518","1483","San Juanito Pashila","165253.004","920530.012","899","E15D53","7","59",,,
"11519","1484","Sloquib Chay","165253.424","920437.68","869","E15D53","7","59",,,
"11520","1486","El Cedro","165525.924","920533.104","857","E15D53","7","59",,,
"11521","1487","Albores","165546.992","920535.988","889","E15D53","7","59",,,
"11522","1488","Santa Rosa Dos","165241.988","920502.004","898","E15D53","7","59",,,
"11523","1489","El Cautivo","165514.016","920522.992","860","E15D53","7","59",,,
"11524","1491","Argentina","165509.984","920544.988","857","E15D53","7","59",,,
"11525","1492","Guadalupe Pashila","165323.579","920507.076","880","E15D53","7","59",,,
"11526","1493","Shis Esquipulas","165515.996","920517.988","860","E15D53","7","59",,,
"11527","1494","Bonanza","165303.012","920437.992","858","E15D53","7","59",,,
"11528","1499","Guadalupe","165048.012","921130.012","1423","E15D53","7","59",,,
"11529","1500","Moisés Gandhi","164936.012","921023.016","1240","E15D53","7","59",,,
"11530","1501","Noy Aquil","165118","921427.996","1188","E15D53","7","59",,,
"11531","1502","San Antonio el Ciprés","165039.012","921248.996","1396","E15D53","7","59",,,
"11532","1503","Tzajalá","164931.008","921420.004","1269","E15D53","7","59",,,
"11533","1504","Tzacbatul","165154.79","921526.03","1231","E15D53","7","59",,,
"11534","1505","El Pozo","165132.004","921236","1671","E15D53","7","59",,,
"11535","1507","San Pedro Jomalchén","165316.436","921150.269","1517","E15D53","7","59",,,
"11536","1508","Paraje Nazaret Uno","165428.621","920921.362","1726","E15D53","7","59",,,
"11537","1509","Santa Juana Chenek' Mutil","165317.016","921031.008","1574","E15D53","7","59",,,
"11538","1510","Getzemanilito","165232.016","921014.988","1439","E15D53","7","59",,,
"11539","1511","Santo Domingo","165208.004","920929.988","1516","E15D53","7","59",,,
"11540","1514","Sacrificio la Esperanza","165108.391","921004.272","1320","E15D53","7","59",,,
"11541","1516","La Frontera","164830.996","921103.984","1219","E15D53","7","59",,,
"11542","1517","Los Mangos","164958.008","920856.004","1396","E15D53","7","59",,,
"11543","1518","Nuevo Monte Líbano","165509.984","913757","647","E15D55","7","59",,,
"11544","1520","Las Playas","165559.988","913952.992","713","E15D55","7","59",,,
"11545","1522","San Antonio las Flores","164943.463","920950.665","1260","E15D53","7","59",,,
"11546","1524","San Antonio la Victoria","164811.016","913722.008","613","E15D55","7","59",,,
"11547","1537","Santa Rosa","164626.004","914009.984","704","E15D54","7","59",,,
"11548","1538","Nueva Providencia","164649.008","913941.004","520","E15D55","7","59",,,
"11549","1542","Santa María","164551.984","914051.996","1186","E15D54","7","59",,,
"11550","1546","La Esperanza","164821.996","914039","560","E15D54","7","59",,,
"11551","1547","Quintana Roo","164556.016","913927","567","E15D55","7","59",,,
"11552","1553","Nuevo Buenavista","164837.008","914107.008","614","E15D54","7","59",,,
"11553","1555","San Pedro","164651.996","913942.012","520","E15D55","7","59",,,
"11554","1558","Primavera","164615.996","913900","523","E15D55","7","59",,,
"11555","1559","Margarita","164900.012","914100.996","553","E15D54","7","59",,,
"11556","1564","El Jordán","164915.996","914017.004","536","E15D54","7","59",,,
"11557","1565","La Laguna","164953.004","914313.008","554","E15D54","7","59",,,
"11558","1566","Guadalupe Tecoja","165057.984","914346.992","597","E15D54","7","59",,,
"11559","1567","San Pedro","164942.996","914148.012","566","E15D54","7","59",,,
"11560","1568","Nuevo Orizaba","164959.988","914300.012","580","E15D54","7","59",,,
"11561","1569","Puerto Rico","165021.012","914233.984","555","E15D54","7","59",,,
"11562","1570","San Vicente","164936.012","914351.996","635","E15D54","7","59",,,
"11563","1571","Nuevo Sitim Tzajala","165102.988","914426.016","558","E15D54","7","59",,,
"11564","1572","Chactajal","164920.64","914340.273","657","E15D54","7","59",,,
"11565","1573","San Antonio","164848.996","914252.992","683","E15D54","7","59",,,
"11566","1578","Judea","165107.992","914426.016","550","E15D54","7","59",,,
"11567","1586","El Capulín","164837.008","914006.996","520","E15D54","7","59",,,
"11568","1588","San José Uno","165609.996","914350.016","726","E15D54","7","59",,,
"11569","1593","Sonora","164937.992","914409.996","641","E15D54","7","59",,,
"11570","1597","San Agustín","164950.016","914135.988","520","E15D54","7","59",,,
"11571","1599","La Florida","165513.008","914242.984","818","E15D54","7","59",,,
"11572","1600","Cinco de Febrero","165930.012","914340.008","1281","E15D54","7","59",,,
"11573","1602","Buenavista Tiber","164832.004","921332.988","1358","E15D53","7","59",,,
"11574","1603","Chacsí","165657.012","920556.004","980","E15D53","7","59",,,
"11575","1604","El Recreo","165412.874","920417.895","839","E15D53","7","59",,,
"11576","1606","Cantajal","165424.012","920656.988","997","E15D53","7","59",,,
"11577","1608","Sibaca","165548.46","920821.557","1017","E15D53","7","59",,,
"11578","1610","Santa Elena","165608.988","920703","857","E15D53","7","59",,,
"11579","1611","Corazón de María","165744.29","920701.137","1059","E15D53","7","59",,,
"11580","1614","Las Conchitas","165643.008","920754.984","859","E15D53","7","59",,,
"11581","1624","Las Tres Palmitas","165506.996","920441.988","860","E15D53","7","59",,,
"11582","1628","Las Veguitas","165519.992","920526.016","861","E15D53","7","59",,,
"11583","1629","Pashila","165347.004","920440.008","860","E15D53","7","59",,,
"11584","1633","El Edén","165509.984","920427.984","862","E15D53","7","59",,,
"11585","1634","Tehuacan","165519","920423","859","E15D53","7","59",,,
"11586","1635","San Jacinto","165251.996","920620.988","1075","E15D53","7","59",,,
"11587","1636","Aspulja","165214.016","920737.992","1859","E15D53","7","59",,,
"11588","1637","La Providencia","165635.988","920925.992","997","E15D53","7","59",,,
"11589","1638","California","165358.992","920650.004","1053","E15D53","7","59",,,
"11590","1639","Los Tulipanes","165245.012","920624.012","1117","E15D53","7","59",,,
"11591","1640","San Antonio Buenavista","165434.992","920709.984","1014","E15D53","7","59",,,
"11592","1642","Santo Domingo","165549.008","920755.992","971","E15D53","7","59",,,
"11593","1643","Mumuntic II (Sk'Inal Winiketik)","165323.659","920621.468","1038","E15D53","7","59",,,
"11594","1644","Mumuntic Uno","165309.996","920651.012","1224","E15D53","7","59",,,
"11595","1645","El Retiro","165439.06","920643.654","939","E15D53","7","59",,,
"11596","1646","Las Arecas","165335.137","920612.804","1019","E15D53","7","59",,,
"11597","1647","Chuljá","165257","920838.004","1722","E15D53","7","59",,,
"11598","1649","San Antonio Alacté","165232.016","920638.016","1249","E15D53","7","59",,,
"11599","1651","El Retén","165223.016","920619.008","1144","E15D53","7","59",,,
"11600","1654","El Refugio","165541.016","920746.992","969","E15D53","7","59",,,
"11601","1658","Santa Cruz Chacsí","165308.988","920843.008","1738","E15D53","7","59",,,
"11602","1661","La Selva","165325.008","920643.992","1138","E15D53","7","59",,,
"11603","1662","Santa Elena","165302.004","920445.984","865","E15D53","7","59",,,
"11604","1664","Alacté Buenavista Uno","165239","920651.012","1311","E15D53","7","59",,,
"11605","1665","El Porvenir","165533.996","920758.008","983","E15D53","7","59",,,
"11606","1669","Pashila Pomarrosa","165342","920446.992","860","E15D53","7","59",,,
"11607","1670","El Progreso Pashila","165345.996","920433.996","860","E15D53","7","59",,,
"11608","1671","Unión Juárez","165656.004","921019.992","958","E15D53","7","59",,,
"11609","1672","San Luis (Guadalupe)","165608.016","913750.016","748","E15D55","7","59",,,
"11610","1674","Margarita Zaquilá","165411.016","913951.012","598","E15D55","7","59",,,
"11611","1677","San Bartolo","165356.004","913700.012","650","E15D55","7","59",,,
"11612","1678","Nuevo México","165356.004","913651.984","643","E15D55","7","59",,,
"11613","1680","San Isidro el Piñal","165335.988","913624.012","640","E15D55","7","59",,,
"11614","1683","Los Altos de Jalisco","165415.012","913722.008","626","E15D55","7","59",,,
"11615","1684","Jerusalén","165403.996","913615.984","662","E15D55","7","59",,,
"11616","1685","Los Cuatro Hermanos","165351","913646.008","648","E15D55","7","59",,,
"11617","1686","Nuevo Bachajon","165348.012","913632.004","651","E15D55","7","59",,,
"11618","1687","La Florida Uno","165615","913615.012","940","E15D55","7","59",,,
"11619","1688","Guadalupe","165553.004","913951.984","715","E15D55","7","59",,,
"11620","1689","Maravillas","165344.988","913915.012","623","E15D55","7","59",,,
"11621","1690","Carmen Banavil","165412.996","914037.992","600","E15D54","7","59",,,
"11622","1691","San Antonio Banavil","165402.988","914019.992","620","E15D54","7","59",,,
"11623","1692","San Miguel","165541.016","913938.016","656","E15D55","7","59",,,
"11624","1694","Rosario la Pacaya","164305.663","913757.821","1034","E15D65","7","59",,,
"11625","1695","Hermenegildo Galeana","164309.012","914117.016","1201","E15D64","7","59",,,
"11626","1699","San José Chamomún","165101.008","915942","894","E15D54","7","59",,,
"11627","1700","San Luis","165443.992","920328.008","878","E15D53","7","59",,,
"11628","1708","San Marcos","165751.984","915105.004","745","E15D54","7","59",,,
"11629","1709","Carmen Tajaltic","165804.008","914933.996","760","E15D54","7","59",,,
"11630","1712","San Vicente Uno","165358.992","920230.984","859","E15D53","7","59",,,
"11631","1713","El Limón","165445","920159.988","936","E15D53","7","59",,,
"11632","1718","San José los Ángeles","165536.012","915729.988","879","E15D54","7","59",,,
"11633","1720","El Mango","165548","920114.016","1030","E15D53","7","59",,,
"11634","1721","Cuxuljá","164842.012","921013.008","1240","E15D53","7","59",,,
"11635","1726","Nuevo Sacrificio","164704.992","920838.004","1217","E15D53","7","59",,,
"11636","1729","El Progreso","164855.008","920833","1277","E15D53","7","59",,,
"11637","1730","Israel","164854","920539.984","879","E15D53","7","59",,,
"11638","1731","Chalam del Carmen San Agustín","164629.136","920754.619","1220","E15D53","7","59",,,
"11639","1732","Campet","164912","920345","922","E15D53","7","59",,,
"11640","1733","Edén del Carmen","164634.209","920647.196","1200","E15D53","7","59",,,
"11641","1735","La Ilusión","165146.008","920229.004","895","E15D53","7","59",,,
"11642","1736","La Esmeralda","165226","920237","846","E15D53","7","59",,,
"11643","1737","La Pomarrosa el Chorro","165105","920444","907","E15D53","7","59",,,
"11644","1738","Sajavén","165215.996","920557.984","1089","E15D53","7","59",,,
"11645","1740","El Girasol","165204.008","920612.996","1161","E15D53","7","59",,,
"11646","1741","El Carmen","164919.992","915836.984","881","E15D54","7","59",,,
"11647","1742","San José","165111.988","915930.012","868","E15D54","7","59",,,
"11648","1743","Las Perlitas Uno","164944.004","915809.012","891","E15D54","7","59",,,
"11649","1744","Santa Lucía","164940.008","915845.984","903","E15D54","7","59",,,
"11650","1746","Nuevo San Francisco","164954.984","915620.004","919","E15D54","7","59",,,
"11651","1747","Javier López Moreno","164927.012","915822.008","913","E15D54","7","59",,,
"11652","1751","El Chamizal","165315","915906","887","E15D54","7","59",,,
"11653","1752","San Marcos la Puerta","165213.008","915630.984","882","E15D54","7","59",,,
"11654","1753","El Limonal","165223.016","915814.988","857","E15D54","7","59",,,
"11655","1754","La Escondida","165352.008","915806.996","881","E15D54","7","59",,,
"11656","1759","El Janeiro","165256.474","915702.248","933","E15D54","7","59",,,
"11657","1761","El Retiro","165255.992","915732.004","850","E15D54","7","59",,,
"11658","1762","El Porvenir","165245.984","915728.008","844","E15D54","7","59",,,
"11659","1763","El Milagro","165415.984","915746.008","974","E15D54","7","59",,,
"11660","1765","El Ojo de Agua","165336.996","915745","917","E15D54","7","59",,,
"11661","1769","Nuevo Laredo","165414.004","915742.984","940","E15D54","7","59",,,
"11662","1770","Chijilte","165304.992","915739.996","841","E15D54","7","59",,,
"11663","1771","El Carmen","165316.008","915730.996","858","E15D54","7","59",,,
"11664","1776","Pejtaj","165505.988","915751.984","912","E15D54","7","59",,,
"11665","1777","Campo Redondo","165253.004","915949.992","840","E15D54","7","59",,,
"11666","1778","Suschila Nuevo","164936.012","915710.008","938","E15D54","7","59",,,
"11667","1783","San Isidro","165402.988","915935.988","870","E15D54","7","59",,,
"11668","1785","El Refugio","164918.012","915809.984","926","E15D54","7","59",,,
"11669","1787","El Jícaro","164842.012","915909.996","940","E15D54","7","59",,,
"11670","1789","San Caralampio On","164953.004","915953.016","968","E15D54","7","59",,,
"11671","1798","San Jacinto","163345","912859.988","860","E15D65","7","59",,,
"11672","1799","Cristóbal Colón","171130.984","913745.012","317","E15D45","7","59",,,
"11673","1804","San José Guadalupe","170548.012","913905.004","620","E15D45","7","59",,,
"11674","1819","San José Chuchumil","165540.008","920718.984","899","E15D53","7","59",,,
"11675","1822","Rafael Moreno","165206.364","914447.998","540","E15D54","7","59",,,
"11676","1824","San Canuto","165424.984","914555.008","600","E15D54","7","59",,,
"11677","1831","Quince de Marzo","165151.984","920607.992","1131","E15D53","7","59",,,
"11678","1833","Colowitz","165222.008","920240.992","852","E15D53","7","59",,,
"11679","1838","La Laguna Jatate","165227.984","920258.992","837","E15D53","7","59",,,
"11680","1844","Asia","165709","911859.004","474","E15D56","7","59",,,
"11681","1845","África","165651","911930","453","E15D56","7","59",,,
"11682","1848","San Jacinto","165625.008","920450.016","997","E15D53","7","59",,,
"11683","1850","San Fernando","165420.016","920212.984","880","E15D53","7","59",,,
"11684","1852","San Isidro","165536.012","920404.008","1005","E15D53","7","59",,,
"11685","1855","Nuevo Triunfo","165929.004","915443.992","807","E15D54","7","59",,,
"11686","1861","Berriozábal","165039.012","914403.984","526","E15D54","7","59",,,
"11687","1863","San Manuel","164247.016","913243.008","691","E15D65","7","59",,,
"11688","1865","Santa Martha","165400.241","913727.654","659","E15D55","7","59",,,
"11689","1866","La Mascovia","165813.008","921225.992","977","E15D53","7","59",,,
"11690","1867","Shishintotic","165214.016","921422.992","1231","E15D53","7","59",,,
"11691","1868","Santa Cruz el Limar","165100","921045.984","1277","E15D53","7","59",,,
"11692","1871","La Unión","165559.988","915109","690","E15D54","7","59",,,
"11693","1872","La Guadalupe","165550.988","915105.004","674","E15D54","7","59",,,
